ColorType#getID():::Returns a unique id, as an integer, for this ColorType.:::return
ColorType#toString():::Returns the textual description of this ColorType:::return
DefaultSynthStyleFactory#addStyle(DefaultSynthStyle, String, int)::: default synth style factory add style:::if->if->_styles->StyleAssociation->createStyleAssociation->add->else->if->_styles->StyleAssociation->path->toLowerCase->createStyleAssociation->add
DefaultSynthStyleFactory#getStyle(JComponent, Region):::Returns the style for the specified Component.:::matches->matches->clear->getMatchingStyles->if->matches->size->return->getDefaultStyle->matches->cacheHashCode->style->getCachedStyle->if->mergeStyles->if->cacheStyle->return
DefaultSynthStyleFactory#getDefaultStyle():::Returns the style to use if there are no matching styles.:::if->new->DefaultSynthStyle->new->FontUIResource->setFont->return
DefaultSynthStyleFactory#getMatchingStyles(List, JComponent, Region):::Fetches any styles that match the passed into arguments into matches.:::idName->id->getLowerCaseName->cName->c->getName->if->for->counter->_styles->size
DefaultSynthStyleFactory#cacheStyle(List, SynthStyle):::Caches the specified style.:::cachedStyles->new->BakedArrayList<>->_resolvedStyles->put
DefaultSynthStyleFactory#getCachedStyle(List):::Returns the cached style from the passed in arguments.:::if->styles->size->return->return->_resolvedStyles->get
DefaultSynthStyleFactory#mergeStyles(List):::Creates a single Style from the passed in styles:::size->styles->size->if->return->else->if->return->styles->get->clone->style->styles->get->style->clone->for->counter->return
ImagePainter#getPaint9Painter()::: image painter get paint9 painter:::synchronized->cacheRef->AppContext->getAppContext->get->painter->if->cacheRef->get->new->Paint9Painter->new->WeakReference<Paint9Painter>->AppContext->getAppContext->put->return
ImagePainter#getTiles()::: image painter get tiles:::return
ImagePainter#getPaintsCenter()::: image painter get paints center:::return
ImagePainter#getCenter()::: image painter get center:::return
ImagePainter#getInsets(Insets)::: image painter get insets:::if->return->clone->return
ImagePainter#getImage()::: image painter get image:::if->new->ImageIcon->getImage->return
ImagePainter#paint(SynthContext, Graphics, int, int, int, int)::: image painter paint:::image->getImage->if->Paint9Painter->validImage->type->if->getCenter->else->if->getTiles->else->mask->if->getCenter->getPaintsCenter->imageCache->context->getComponent->paint
SynthDesktopPaneUI#updateStyle(JDesktopPane)::: synth desktop pane i update style:::oldStyle->context->getContext->SynthLookAndFeel->updateStyle->if->uninstallKeyboardActions->installKeyboardActions
SynthDesktopPaneUI#uninstallListeners()::: synth desktop pane i uninstall listeners:::if->desktop->removeComponentListener->desktop->removeContainerListener->desktop->removePropertyChangeListener->super->uninstallListeners
SynthDesktopPaneUI#uninstallDefaults()::: synth desktop pane i uninstall defaults:::context->getContext->style->uninstallDefaults->if->foreach->taskBar->getComponents->desktopIcon->taskBar->remove->desktopIcon->setPreferredSize->f->desktopIcon->getInternalFrame->if->f->isIcon->desktop->add->f->removeComponentListener->desktop->remove
SynthDesktopPaneUI#installDesktopManager()::: synth desktop pane i install desktop manager:::if->UIManager->getBoolean->desktop->getDesktopManager->if->new->SynthDesktopManager->desktop->setDesktopManager->else->super->installDesktopManager
SynthDesktopPaneUI#uninstallDesktopManager()::: synth desktop pane i uninstall desktop manager:::if->desktop->getDesktopManager->if->desktop->setDesktopManager->super->uninstallDesktopManager
SynthDesktopPaneUI.TaskBar#adjustSize()::: task bar adjust size:::desktop->getParent->if->height->getPreferredSize->insets->getInsets->if->if->getHeight->else->getHeight->desktop->getHeight->desktop->getWidth->setBounds->revalidate->repaint
SynthDesktopPaneUI.TaskBar#componentResized(ComponentEvent)::: task bar component resized:::if->e->getSource->adjustSize
SynthDesktopPaneUI.TaskBar#componentMoved(ComponentEvent)::: task bar component moved:::
SynthDesktopPaneUI.TaskBar#componentShown(ComponentEvent)::: task bar component shown:::if->e->getSource->adjustSize
SynthDesktopPaneUI.TaskBar#componentHidden(ComponentEvent)::: task bar component hidden:::if->e->getSource->e->getSource->getDesktopIcon->setVisible->revalidate
SynthDesktopPaneUI.TaskBar#componentAdded(ContainerEvent)::: task bar component added:::if->e->getChild->desktop->e->getSource->f->e->getChild->desktopIcon->f->getDesktopIcon->foreach->getComponents->if->return->add->f->addComponentListener->if->getComponentCount->adjustSize
SynthDesktopPaneUI.TaskBar#componentRemoved(ContainerEvent)::: task bar component removed:::if->e->getChild->f->e->getChild->if->f->isIcon->f->getDesktopIcon->remove->f->removeComponentListener->revalidate->repaint
SynthDesktopPaneUI.SynthDesktopManager#maximizeFrame(JInternalFrame)::: synth desktop manager maximize frame:::if->f->isIcon->try->f->setIcon->catch->finally->else->f->f->getBounds->setNormalBounds->desktop->f->getParent->desktop->getWidth->desktop->getHeight->taskBar->getHeight->setBoundsForFrame->try->f->setSelected->catch->finally
SynthDesktopPaneUI.SynthDesktopManager#iconifyFrame(JInternalFrame)::: synth desktop manager iconify frame:::desktopIcon->c->f->getParent->d->f->getDesktopPane->findNext->f->isSelected->if->return->f->getDesktopIcon->if->wasIcon->r->getBoundsForIconOf->desktopIcon->setBounds->desktopIcon->revalidate->setWasIcon->c->remove->c->f->getX->f->getY->f->getWidth->f->getHeight->repaint->try->f->setSelected->catch->finally->if->foreach->c->getComponents->if->try->setSelected->catch->finally->moveToFront->return
SynthDesktopPaneUI.SynthDesktopManager#deiconifyFrame(JInternalFrame)::: synth desktop manager deiconify frame:::desktopIcon->f->getDesktopIcon->c->desktopIcon->getParent->if->c->getParent->if->c->add->if->f->isMaximum->w->c->getWidth->h->c->getHeight->taskBar->getHeight->if->f->getWidth->f->getHeight->setBoundsForFrame->if->f->isSelected->f->moveToFront->else->try->f->setSelected->catch->finally
SynthDesktopPaneUI.SynthDesktopManager#removeIconFor(JInternalFrame)::: synth desktop manager remove icon for:::super->removeIconFor->taskBar->validate
SynthDesktopPaneUI.SynthDesktopManager#setBoundsForFrame(JComponent, int, int, int, int)::: synth desktop manager set bounds for frame:::super->setBoundsForFrame->if->taskBar->getY->f->f->getX->taskBar->getY->f->getInsets->setLocation
SynthDesktopPaneUI#getContext(JComponent)::: synth desktop pane i get context:::return->getComponentState->getContext
SynthDesktopPaneUI#getContext(JComponent, int)::: synth desktop pane i get context:::return->SynthContext->getContext
SynthDesktopPaneUI#getComponentState(JComponent)::: synth desktop pane i get component state:::return->SynthLookAndFeel->getComponentState
SynthDesktopPaneUI#update(Graphics, JComponent):::Notifies this UI delegate to repaint the specified component:::context->getContext->SynthLookAndFeel->update->context->getPainter->c->getWidth->c->getHeight->paintDesktopPaneBackground->paint
SynthDesktopPaneUI#paint(Graphics, JComponent):::Paints the specified component according to the Look and Feel:::context->getContext->paint
SynthDesktopPaneUI#paint(SynthContext, Graphics):::Paints the specified component:::
SynthDesktopPaneUI#paintBorder(SynthContext, Graphics, int, int, int, int)::: synth desktop pane i paint border:::context->getPainter->paintDesktopPaneBorder
SynthDesktopPaneUI#propertyChange(PropertyChangeEvent)::: synth desktop pane i property change:::if->SynthLookAndFeel->shouldUpdateStyle->evt->getSource->updateStyle->if->evt->getPropertyName->taskBar->adjustSize
SynthEditorPaneUI#createUI(JComponent):::Creates a new UI object for the given component.:::return->new->SynthEditorPaneUI
SynthEditorPaneUI#installDefaults()::: synth editor pane i install defaults:::super->installDefaults->c->getComponent->clientProperty->c->getClientProperty->if->c->putClientProperty->getComponent->updateStyle
SynthEditorPaneUI#uninstallDefaults()::: synth editor pane i uninstall defaults:::context->getComponent->getContext->c->getComponent->c->putClientProperty->style->uninstallDefaults->clientProperty->c->getClientProperty->if->c->putClientProperty->super->uninstallDefaults
SynthEditorPaneUI#propertyChange(PropertyChangeEvent):::This method gets called when a bound property is changed on the associated JTextComponent:::if->evt->getPropertyName->equals->if->evt->getNewValue->else->if->SynthLookAndFeel->shouldUpdateStyle->evt->getSource->updateStyle->super->propertyChange
SynthEditorPaneUI#updateStyle(JTextComponent, boolean)::: synth editor pane i update style:::context->getContext->oldStyle->SynthLookAndFeel->updateStyle->if->SynthTextFieldUI->getPropertyPrefix->updateStyle->if->uninstallKeyboardActions->installKeyboardActions
SynthEditorPaneUI#getContext(JComponent)::: synth editor pane i get context:::return->getComponentState->getContext
SynthEditorPaneUI#getContext(JComponent, int)::: synth editor pane i get context:::return->SynthContext->getContext
SynthEditorPaneUI#getComponentState(JComponent)::: synth editor pane i get component state:::return->SynthLookAndFeel->getComponentState
SynthEditorPaneUI#update(Graphics, JComponent):::Notifies this UI delegate to repaint the specified component:::context->getContext->SynthLookAndFeel->update->paintBackground->paint
SynthEditorPaneUI#paint(SynthContext, Graphics):::Paints the specified component.:::super->getComponent->paint
SynthEditorPaneUI#paintBackground(Graphics)::: synth editor pane i paint background:::
SynthEditorPaneUI#paintBackground(SynthContext, Graphics, JComponent)::: synth editor pane i paint background:::context->getPainter->c->getWidth->c->getHeight->paintEditorPaneBackground
SynthEditorPaneUI#paintBorder(SynthContext, Graphics, int, int, int, int)::: synth editor pane i paint border:::context->getPainter->paintEditorPaneBorder
SynthFormattedTextFieldUI#createUI(JComponent):::Creates a UI for a JFormattedTextField.:::return->new->SynthFormattedTextFieldUI
SynthFormattedTextFieldUI#getPropertyPrefix():::Fetches the name used as a key to lookup properties through the UIManager:::return
SynthFormattedTextFieldUI#paintBackground(SynthContext, Graphics, JComponent)::: synth formatted text field i paint background:::context->getPainter->c->getWidth->c->getHeight->paintFormattedTextFieldBackground
SynthFormattedTextFieldUI#paintBorder(SynthContext, Graphics, int, int, int, int)::: synth formatted text field i paint border:::context->getPainter->paintFormattedTextFieldBorder
SynthGraphicsUtils#drawLine(SynthContext, Object, Graphics, int, int, int, int):::Draws a line between the two end points.:::g->drawLine
SynthGraphicsUtils#drawLine(SynthContext, Object, Graphics, int, int, int, int, Object):::Draws a line between the two end points:::if->equals->if->for->y->else->if->for->x->else->drawLine
SynthGraphicsUtils#layoutText(SynthContext, FontMetrics, String, Icon, int, int, int, int, Rectangle, Rectangle, Rectangle, int):::Lays out text and an icon returning, by reference, the location to place the icon and text.:::if->wrapper->SynthIconWrapper->get->formattedText->SwingUtilities->ss->getComponent->layoutCompoundLabel->SynthIconWrapper->release->return->return->SwingUtilities->ss->getComponent->layoutCompoundLabel
SynthGraphicsUtils#computeStringWidth(SynthContext, Font, FontMetrics, String):::Returns the size of the passed in string.:::return->SwingUtilities2->ss->getComponent->stringWidth
SynthGraphicsUtils#getMinimumSize(SynthContext, Font, String, Icon, int, int, int, int, int, int):::Returns the minimum size needed to properly render an icon and text.:::c->ss->getComponent->size->getPreferredSize->v->c->getClientProperty->if->v->getPreferredSpan->v->getMinimumSpan->return
SynthGraphicsUtils#getMaximumSize(SynthContext, Font, String, Icon, int, int, int, int, int, int):::Returns the maximum size needed to properly render an icon and text.:::c->ss->getComponent->size->getPreferredSize->v->c->getClientProperty->if->v->getMaximumSpan->v->getPreferredSpan->return
SynthGraphicsUtils#getMaximumCharHeight(SynthContext):::Returns the maximum height of the Font from the passed in SynthContext.:::fm->context->getComponent->context->getStyle->getFont->getFontMetrics->return->fm->getAscent->fm->getDescent
SynthGraphicsUtils#getPreferredSize(SynthContext, Font, String, Icon, int, int, int, int, int, int):::Returns the preferred size needed to properly render an icon and text.:::c->ss->getComponent->insets->c->getInsets->dx->dy->if->return->new->Dimension->else->if->return->getIconWidth->getIconHeight->new->Dimension->else->fm->c->getFontMetrics->layoutText->x1->Math->min->x2->Math->max->y1->Math->min->y2->Math->max->rv->new->Dimension->return
SynthGraphicsUtils#paintText(SynthContext, Graphics, String, Rectangle, int):::Paints text at the specified location:::oldClip->g->getClip->clip->paintText->g->setClip
SynthGraphicsUtils#paintText(SynthContext, Graphics, String, int, int, int):::Paints text at the specified location:::if->c->ss->getComponent->fm->SwingUtilities2->getFontMetrics->fm->getAscent->SwingUtilities2->drawStringUnderlineCharAt
SynthGraphicsUtils#paintText(SynthContext, Graphics, String, Icon, int, int, int, int, int, int, int):::Paints an icon and text:::if->return->c->ss->getComponent->fm->SwingUtilities2->getFontMetrics->insets->SynthLookAndFeel->getPaintingInsets->c->getWidth->c->getHeight->clippedText->layoutText->if->color->g->getColor->if->ss->getStyle->getBoolean->c->getName->equals->else->paintIcon->g->setColor->if->v->c->getClientProperty->if->v->paint->else->paintText
SynthGraphicsUtils#getIconWidth(Icon, SynthContext):::Returns the icon's width:::if->return->if->return->getIconWidth->return->icon->getIconWidth
SynthGraphicsUtils#getIconHeight(Icon, SynthContext):::Returns the icon's height:::if->return->if->return->getIconHeight->return->icon->getIconHeight
SynthGraphicsUtils#paintIcon(Icon, SynthContext, Graphics, int, int, int, int):::Paints the icon:::if->paintIcon->else->if->icon->context->getComponent->paintIcon
SynthGraphicsUtils#getPreferredMenuItemSize(SynthContext, SynthContext, JComponent, Icon, Icon, int, String, boolean, String):::A quick note about how preferred sizes are calculated..:::mi->lh->MenuItemLayoutHelper->createMaxRect->SynthLookAndFeel->isLeftToRight->new->SynthMenuItemLayoutHelper->result->new->Dimension->gap->lh->getGap->MenuItemLayoutHelper->lh->getCheckSize->addMaxWidth->MenuItemLayoutHelper->lh->getLabelSize->addMaxWidth->MenuItemLayoutHelper->lh->getMaxAccOrArrowWidth->addWidth->MenuItemLayoutHelper->lh->getCheckSize->getHeight->lh->getLabelSize->getHeight->lh->getAccSize->getHeight->lh->getArrowSize->getHeight->max->insets->lh->getMenuItem->getInsets->if->if->if->return
SynthGraphicsUtils#applyInsets(Rectangle, Insets, boolean)::: synth graphics utils apply insets:::if
SynthGraphicsUtils#paint(SynthContext, SynthContext, Graphics, Icon, Icon, String, int, String)::: synth graphics utils paint:::mi->context->getComponent->style->context->getStyle->g->style->getFont->setFont->viewRect->mi->getWidth->mi->getHeight->new->Rectangle->leftToRight->SynthLookAndFeel->isLeftToRight->mi->getInsets->applyInsets->lh->MenuItemLayoutHelper->useCheckAndArrow->new->SynthMenuItemLayoutHelper->lr->lh->layoutMenuItem->paintMenuItem
SynthGraphicsUtils#paintMenuItem(Graphics, SynthMenuItemLayoutHelper, MenuItemLayoutHelper.LayoutResult)::: synth graphics utils paint menu item:::holdf->g->getFont->holdc->g->getColor->paintCheckIcon->paintIcon->paintText->paintAccText->paintArrowIcon->g->setColor->g->setFont
SynthGraphicsUtils#paintBackground(Graphics, SynthMenuItemLayoutHelper)::: synth graphics utils paint background:::lh->getContext->lh->getMenuItem->paintBackground
SynthGraphicsUtils#paintBackground(SynthContext, Graphics, JComponent)::: synth graphics utils paint background:::context->getPainter->c->getWidth->c->getHeight->paintMenuItemBackground
SynthGraphicsUtils#paintIcon(Graphics, SynthMenuItemLayoutHelper, MenuItemLayoutHelper.LayoutResult)::: synth graphics utils paint icon:::if->lh->getIcon->icon->mi->lh->getMenuItem->model->mi->getModel->if->model->isEnabled->mi->getDisabledIcon->else->if->model->isPressed->model->isArmed->mi->getPressedIcon->if->mi->getIcon->else->mi->getIcon->if->iconRect->lr->getIconRect->lh->getContext->paintIcon
SynthGraphicsUtils#paintCheckIcon(Graphics, SynthMenuItemLayoutHelper, MenuItemLayoutHelper.LayoutResult)::: synth graphics utils paint check icon:::if->lh->getCheckIcon->checkRect->lr->getCheckRect->lh->getCheckIcon->lh->getContext->paintIcon
SynthGraphicsUtils#paintAccText(Graphics, SynthMenuItemLayoutHelper, MenuItemLayoutHelper.LayoutResult)::: synth graphics utils paint acc text:::accText->lh->getAccText->if->accText->equals->g->lh->getAccStyle->lh->getAccContext->getColor->setColor->g->lh->getAccStyle->lh->getAccContext->getFont->setFont->lh->getAccGraphicsUtils->lh->getAccContext->lr->getAccRect->lr->getAccRect->paintText
SynthGraphicsUtils#paintText(Graphics, SynthMenuItemLayoutHelper, MenuItemLayoutHelper.LayoutResult)::: synth graphics utils paint text:::if->lh->getText->equals->if->lh->getHtmlView->lh->getHtmlView->lr->getTextRect->paint->else->g->lh->getStyle->lh->getContext->getColor->setColor->g->lh->getStyle->lh->getContext->getFont->setFont->lh->getGraphicsUtils->lh->getContext->lh->getText->lr->getTextRect->lr->getTextRect->lh->getMenuItem->getDisplayedMnemonicIndex->paintText
