FormatData_af#getContents()::: format data_af get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_agq#getContents()::: format data_agq get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ak#getContents()::: format data_ak get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_am#getContents()::: format data_am get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_DateTimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ar#getContents()::: format data_ar get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_MonthNames->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_gu#getContents()::: format data_gu get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_guz#getContents()::: format data_guz get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_gv#getContents()::: format data_gv get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->data->new->ObjectArrs->new->StringArr->return
FormatData_ha#getContents()::: format data_ha get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_haw#getContents()::: format data_haw get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_DayNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_hi#getContents()::: format data_hi get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_hr#getContents()::: format data_hr get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_QuarterNarrows->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->metaValue_java_time_japanese_DatePatterns->new->StringArr->metaValue_japanese_DatePatterns->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_hr_BA#getContents()::: format data_hr_ a get contents:::metaValue_standalone_DayNarrows->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->data->new->ObjectArrs->new->StringArr->return
FormatData_hsb#getContents()::: format data_hsb get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_hu#getContents()::: format data_hu get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_QuarterNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_hy#getContents()::: format data_hy get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ig#getContents()::: format data_ig get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_DayNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_brah_NumberElements->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ii#getContents()::: format data_ii get contents:::metaValue_MonthNames->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_in#getContents()::: format data_in get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_DateTimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_is#getContents()::: format data_is get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_DateTimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_islamic_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_it#getContents()::: format data_it get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_AmPmMarkers->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_it_CH#getContents()::: format data_it_ h get contents:::metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_iw#getContents()::: format data_iw get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ja#getContents()::: format data_ja get contents:::metaValue_MonthNames->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_DateTimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_Eras->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_long_Eras->new->StringArr->metaValue_roc_Eras->new->StringArr->metaValue_java_time_roc_DatePatterns->new->StringArr->metaValue_islamic_MonthNames->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_jgo#getContents()::: format data_jgo get contents:::metaValue_MonthNames->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ji#getContents()::: format data_ji get contents:::metaValue_MonthNames->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_jmc#getContents()::: format data_jmc get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ka#getContents()::: format data_ka get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_AmPmMarkers->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_kab#getContents()::: format data_kab get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_kam#getContents()::: format data_kam get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_kde#getContents()::: format data_kde get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
